sample	h.001B	h.002B	h.004B	h.006B	h.009B	h.010B	h.015B	h.020B	v.003A	v.006A	v.008A	v.009A	v.010A	v.012B	v.013B	v.014B	v.018B	v.017B	v.012A	v.013A	v.a4_1	v.a5_1	v.a5_12	v.a6_1	v.a6_4	v.a6_6	v.a6_10	v.a7_1	v.a8_3	v.a8_6	v.a13_19	v.a13_22	v.a15_6	v.a17_4	h.b4_1	h.b5_12	h.b6_4	h.b6_10	h.b8_3	h.b8_6	h.b13_19	h.b13_22
V1049974	7	6	0	0	0	0	122	0	368	0	7	0	10	0	0	0	0	17	13	10	1103	942	0	3	0	1	158	0	229	1828	4171	402	1391	76	0	0	14	0	0	0	0	0
V1049975	5	6	0	0	3	0	105	3	590	0	0	0	0	0	0	0	8	17	9	0	706	821	0	2	0	1	237	0	184	3574	5947	301	1664	81	0	0	5	0	0	0	0	5
V1050161	0	0	0	3	0	0	0	0	0	628	5	733	41	77	0	71	7	118	274	58	319	5	1030	96	21	56	0	3	14	53	0	129	0	16	0	0	0	0	0	0	2	0
V1050162	0	0	0	0	0	0	0	0	0	1096	7	1509	90	123	0	158	14	182	890	161	540	10	2030	272	38	100	0	6	35	178	0	386	0	49	0	0	0	0	0	0	0	0
V1050163	0	0	0	0	0	0	0	0	0	481	12	938	60	54	0	136	16	89	420	55	271	13	985	155	25	78	0	5	21	71	0	152	0	29	0	0	0	0	0	0	0	0
V1050200	9	3	0	0	0	0	0	0	17	99	62	978	33	430	0	98	180	899	231	21	1113	13	8	252	217	42	15	5	1234	43	31	694	1	16	0	0	0	0	0	0	0	0
V1050217	17	6	0	6	0	0	0	0	59	801	417	4794	162	2655	0	431	1374	3360	1639	89	4503	30	70	1344	380	229	54	123	3324	117	94	3847	1	22	2	0	0	2	0	1	0	1
V1050287	3	0	2	0	0	0	5	0	263	0	0	0	0	0	0	0	0	0	0	0	77	2	0	0	0	0	9	0	1	351	1399	24	3	1	0	0	0	0	0	0	0	0
V1050293	0	2	0	0	0	0	18	0	215	0	0	0	0	0	0	0	0	23	0	0	225	525	0	1	0	0	2	0	2	1131	15183	25	360	2	0	0	0	0	0	0	0	0
V1050296	0	0	0	0	0	0	7	0	46	0	0	0	0	0	0	0	11	21	0	0	134	183	0	0	0	0	1	0	2	38	2264	10	56	1	0	0	0	0	0	0	0	0
V1050342	0	7	0	0	0	0	68	0	814	0	0	39	0	0	0	0	0	0	0	0	4977	6	1	1	0	1	149	0	139	22771	1778	1	3	1	0	0	3	0	0	0	0	0
V1050349	0	0	0	0	0	0	23	0	200	13	0	0	0	0	0	0	0	19	0	0	100	235	0	1	0	0	1	0	8	880	12524	4	285	1	0	0	0	0	0	0	0	0
V1050358	3	0	0	0	0	2	2	0	4	20	182	212	88	500	0	47	278	860	359	410	426	359	704	31	19	544	0	11	190	74	72	49	0	63	0	0	0	0	0	0	0	0
V1050359	0	0	0	0	0	0	0	0	0	15	6	1051	21	42	0	105	24	54	381	0	133	5	556	20	11	68	0	4	13	76	0	97	0	0	0	0	0	0	0	0	2	0
V1050362	0	0	0	0	0	0	0	0	0	248	13	109	7	0	0	25	3	37	660	3	40	5	855	4	13	0	0	30	0	8	0	37	0	21	0	0	0	0	0	0	0	0
V1050419	0	0	5	0	0	0	24	0	81	0	0	0	0	0	0	0	0	0	0	0	20	10	0	1	0	0	1	0	1	3	2186	1	15	1	0	5	0	0	0	0	0	0
V1050424	0	2	0	0	0	0	18	0	213	0	0	15	15	0	0	0	0	0	0	0	1756	520	0	1	0	0	3	0	34	687	7883	62	2253	6	0	0	0	0	0	0	0	0
V1050598	0	0	0	0	0	0	14	0	320	0	0	0	21	0	0	0	0	0	0	0	5	17	0	1	0	0	1	0	2	118	10003	1	129	1	0	0	0	0	0	0	0	0
V1050601	0	9	0	0	0	0	54	0	1575	0	0	34	0	0	0	0	0	0	20	0	1493	188	0	1	0	1	530	0	6	21608	222	1	2214	70	0	7	0	0	0	0	0	0
V1050603	0	0	0	0	0	0	19	0	232	0	0	0	0	0	0	0	0	44	0	0	34	18	0	1	0	0	1	0	1	63	14411	1	9	1	0	0	0	0	0	0	0	0
V1050604	0	0	0	0	0	2	13	0	181	0	0	0	0	0	0	0	0	0	0	0	165	8	0	1	0	0	1	0	1	117	7601	1	131	1	0	0	0	0	0	0	0	0
V1050607	3	0	0	0	0	0	25	0	33	50	25	39	21	0	0	0	11	0	20	0	587	216	0	1	0	0	91	0	43	895	816	129	996	31	0	0	0	0	0	0	0	0
V1050608	0	2	0	0	0	0	13	0	202	8	0	14	0	0	0	0	0	12	0	0	628	133	0	1	0	0	2	0	24	215	8170	193	1026	44	0	0	0	0	0	0	0	0
V1050609	0	3	0	0	0	0	9	0	159	0	0	0	0	0	0	0	0	0	0	0	40	6	0	1	0	0	1	0	1	131	11655	6	309	1	0	0	0	0	0	0	0	0
V1050621	0	0	0	0	0	0	50	0	563	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	1	0	1	2	15413	1	2	1	0	0	3	0	0	0	0	0
V1050626	0	0	0	0	0	0	0	0	0	242	300	522	173	475	1440	104	16	206	64	124	146	386	398	308	24	185	311	240	1031	40	371	26	25	83	0	7	1	0	0	0	1	0
V1050631	0	0	0	0	0	0	0	0	0	0	33	173	34	77	328	0	0	64	0	0	2	29	41	112	3	26	41	13	705	29	184	1	4	4	0	3	0	0	0	0	0	0
V1050687	14	2	0	10	0	5	10	2	2	843	7	20743	23	7	5	18	3448	1936	107	31	0	75	6	1444	580	4704	14	0	5328	1508	34	17502	33	8	0	0	0	3	2	0	0	2
V1050756	0	0	0	0	0	0	37	0	267	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	1	3	2355	1	3	1	0	1	1	0	0	0	0	0
V1050758	0	0	0	0	0	0	0	0	0	873	0	608	47	51	0	91	18	146	312	114	313	2	1245	72	21	71	0	4	17	99	0	201	0	11	0	0	0	0	0	0	0	0
V1050759	0	0	0	0	0	0	0	0	0	1252	21	1705	76	118	0	155	23	155	650	163	488	11	2146	266	49	191	0	8	49	77	0	322	0	48	0	0	0	0	0	0	0	0
V1050760	0	4	3	3	0	4	3	0	0	2606	7	1711	110	168	0	135	15	173	1692	226	2595	32	5042	606	165	360	0	39	186	437	0	1032	0	103	0	0	0	0	0	0	2	0
V1050813	2	3	2	0	0	2	46	0	111	3	4	0	0	0	0	0	0	5	0	0	253	537	0	0	0	0	63	0	117	829	3294	82	220	83	0	0	0	0	0	0	0	0
V1050902	0	46	0	0	0	0	0	0	645	0	101	212	0	45	0	544	67	262	68	26	28	284	4	88	10	5	892	42	78	49	7	55	87	37	0	8	0	0	0	0	0	0
V1050917	0	0	0	0	0	0	14	0	150	0	0	0	20	0	0	0	0	0	0	0	2	2	0	1	0	0	1	0	1	35	11972	3	264	1	0	0	0	0	0	0	0	0
V1050951	0	4	0	0	0	0	0	0	0	797	6	759	52	58	0	98	7	92	477	87	648	10	1305	121	43	162	0	2	37	160	0	323	0	41	0	0	0	0	0	0	0	0
V1050953	0	0	0	0	0	0	0	0	0	664	0	458	28	75	0	16	0	68	534	27	192	1	969	123	18	46	0	2	38	107	0	56	0	65	0	0	0	0	0	0	0	0
V1050954	0	0	0	0	0	0	0	0	0	429	0	364	25	61	0	27	0	45	286	28	167	1	550	130	10	28	0	1	23	61	0	29	0	33	0	0	0	0	0	0	0	0
V1051011	0	0	0	0	0	0	0	0	0	780	4	109	113	165	0	67	4	157	130	8	252	3	3	36	34	80	0	6	882	49	0	77	0	0	0	0	0	0	0	0	0	0
V1051054	0	0	0	0	0	0	0	0	0	623	6	234	9	15	0	77	16	48	84	21	201	4	530	143	29	36	0	5	11	33	0	82	0	17	0	0	0	0	0	0	0	0
V1051055	0	0	0	3	0	0	0	0	0	1069	14	1703	113	129	0	110	7	157	819	105	391	10	3186	119	40	174	0	9	74	312	0	550	0	24	0	0	0	0	0	0	0	0
V1051080	0	0	0	0	0	0	10	0	131	11	0	0	0	0	0	0	0	22	0	0	48	37	0	1	0	0	1	0	17	129	9693	25	593	4	0	0	0	0	0	0	0	0
V1051083	0	0	0	0	0	2	28	0	360	0	0	0	0	0	0	0	0	24	0	0	143	27	0	1	0	0	1	0	5	241	17352	14	1254	1	0	0	0	0	0	0	0	0
V1051084	0	4	0	0	0	0	30	0	353	0	0	0	0	0	0	0	0	41	0	0	295	76	0	0	0	0	2	0	14	438	13717	14	770	6	0	0	0	0	0	0	0	0
V1051151	41	62	0	0	0	0	0	0	0	0	23	269	0	0	102	0	15	503	34	0	10	0	703	0	50	0	5	0	3	604	137	65	1	0	0	4	0	0	0	0	0	0
V1051202	0	0	0	0	0	0	0	7	0	12	71	28	2	1029	0	52	35	584	4	4	0	456	47	7	9	18	248	14	0	161	169	0	30	7	0	6	0	0	0	0	1	0
V1051247	2	0	0	0	0	0	0	0	0	816	0	341	6	17	0	14	14	25	86	49	30	30	531	13	0	0	0	0	0	148	17	1051	0	13	0	0	0	0	0	0	0	0
V1051249	0	0	0	3	0	0	0	0	0	501	11	414	43	39	0	62	8	108	321	93	334	1	897	126	15	37	0	4	10	53	0	233	0	21	0	0	0	0	0	0	0	0
V1051250	0	0	0	5	0	0	0	0	0	1610	14	1539	145	135	0	278	33	239	713	268	1439	9	2718	713	86	328	0	6	73	168	0	1036	0	87	0	0	0	0	0	0	0	0
V1051251	0	0	0	0	0	0	0	0	0	313	0	327	23	64	0	56	5	43	228	61	117	2	461	106	23	59	0	3	3	39	0	158	0	7	0	0	0	0	0	0	0	0
V1051254	0	0	0	0	0	0	0	0	0	386	7	617	35	55	0	99	8	69	370	93	203	5	800	126	15	59	0	6	22	54	0	141	0	20	0	0	0	0	0	0	0	0
V1051255	0	0	0	0	5	3	0	0	0	1024	20	2574	142	78	0	124	28	173	1128	160	489	8	2797	360	39	186	0	6	44	151	0	524	0	64	0	2	0	0	0	0	2	0
V1051284	0	0	0	0	0	0	0	0	0	379	637	369	131	418	1446	238	0	154	93	0	168	662	79	237	11	160	799	505	1728	79	513	25	11	17	0	4	0	0	1	0	1	0
V1051285	0	0	0	0	0	0	0	0	0	29	36	0	0	51	123	0	0	0	0	0	3	15	17	23	1	2	70	37	61	1	47	1	1	4	0	3	0	0	0	0	0	0
V1051286	0	0	0	0	0	0	0	0	0	0	0	48	0	0	167	35	0	0	0	0	2	4	13	30	1	6	8	10	628	1	1	0	1	6	0	0	0	0	0	0	0	0
V1051314	0	0	0	0	0	0	0	0	0	305	0	344	30	7	0	21	12	37	308	68	193	2	493	43	5	51	0	0	13	27	0	124	0	14	0	0	0	0	0	0	0	0
V1051315	0	0	0	0	0	0	0	0	0	447	0	732	40	76	0	81	17	75	428	62	316	1	720	90	13	105	0	5	24	54	0	218	0	13	0	0	0	0	0	0	0	0
V1051316	0	0	0	0	0	0	0	0	0	240	0	433	11	11	0	16	3	14	55	67	91	0	445	77	9	16	0	0	19	14	0	56	0	7	0	0	0	0	0	0	0	0
V1051319	0	2	2	0	0	0	13	0	342	0	0	0	0	0	0	0	0	21	0	0	335	76	0	1	0	0	5	0	621	3365	6109	85	69	3	0	0	0	0	0	0	0	0
V1051320	0	0	0	0	0	0	7	0	354	0	0	0	0	0	0	0	0	32	0	0	12	2	0	1	0	0	1	0	32	1026	5927	3	2	1	0	0	0	0	0	0	0	0
V1051321	0	3	0	0	0	0	24	0	321	0	0	0	0	0	0	0	0	0	0	0	11	12	0	1	0	0	1	0	1	395	11202	1	6	1	0	0	0	0	0	0	0	0
V1051324	0	0	0	0	0	0	20	0	297	0	0	0	0	0	0	0	0	29	0	0	7	1	0	1	0	0	1	0	1	44	17681	1	285	1	0	0	0	0	0	0	0	0
V1051325	0	0	0	0	0	0	17	0	341	0	0	0	0	0	0	0	0	27	0	0	5	1	0	1	0	0	1	0	1	640	6721	1	1419	1	0	0	0	0	0	0	0	0
V1051326	3	0	0	0	0	0	7	0	113	0	0	0	0	0	0	0	0	0	0	0	13	87	0	1	0	0	1	0	1	141	4113	1	397	1	0	0	0	0	0	0	0	0
V1051375	3	0	0	0	0	0	0	0	14	31	14	481	21	215	0	73	81	483	112	0	595	2	17	84	142	19	10	1	228	4	15	39	0	14	0	0	0	0	0	0	0	0
V1051377	3	0	6	0	0	0	0	0	11	7	8	726	16	16	0	21	40	74	58	0	196	0	7	40	37	124	17	4	458	6	21	116	0	13	0	0	0	0	0	0	0	0
V1051382	3	0	0	0	0	0	0	0	0	53	7	0	0	385	0	0	95	0	96	5	0	0	62	42	0	0	56	0	607	55	0	363	0	0	0	0	0	0	0	0	0	0
V1051383	0	0	0	0	0	0	0	0	6	93	6	0	0	684	0	0	139	4	183	8	0	7	58	40	0	44	30	0	591	55	0	515	0	0	0	0	0	0	0	0	0	0
V1051385	0	3	0	0	0	0	14	0	181	0	0	0	0	0	0	0	0	0	0	0	101	62	0	1	0	0	1	0	1	43	13410	5	20	1	0	0	0	0	0	0	0	0
V1051386	0	0	0	0	0	0	23	0	203	0	0	0	0	0	10	0	0	19	0	0	1110	1053	0	1	0	1	5	0	6	1031	15464	55	337	2	0	0	0	0	0	0	0	0
V1051389	0	25	0	0	0	0	0	0	313	0	40	63	0	0	0	122	30	151	0	28	23	105	1	74	3	1	373	15	47	38	2	21	25	11	0	5	0	0	0	0	0	0
V1051439	0	11	0	0	0	0	0	0	84	0	0	0	0	0	0	33	0	0	0	0	1	6	1	1	1	1	305	1	1	1	1	1	1	1	0	2	0	0	0	0	0	0
V1051443	0	3	0	0	0	0	36	0	366	0	0	25	0	0	0	0	0	24	0	0	753	297	0	1	0	0	8	0	14	1507	13587	16	2904	5	0	0	0	0	0	0	0	0
V1051444	0	7	0	0	0	0	52	0	716	0	0	0	0	0	0	0	0	0	0	0	350	141	0	1	0	0	1	0	1	218	5233	5	1260	1	0	1	4	0	0	0	0	0
V1051448	0	0	0	0	0	0	13	0	228	0	0	0	0	0	0	0	0	36	0	0	192	88	0	1	0	1	1	0	1	50	11873	1	33	1	0	0	0	0	0	0	0	0
V1051472	0	0	0	0	0	0	34	0	370	0	0	0	0	0	0	0	0	0	0	0	1	5	0	1	0	0	1	0	1	7	2516	1	187	1	0	0	0	0	0	0	0	4
V1051474	0	3	0	0	0	0	18	0	147	0	0	0	0	0	0	0	0	0	19	0	5	4	0	1	0	0	1	0	25	56	20007	29	88	2	0	0	0	0	0	0	0	0
V1051477	0	0	0	0	0	0	17	0	209	0	0	0	0	0	0	0	0	0	17	0	70	9	0	1	0	0	1	0	1	1566	5995	1	11	2	0	0	0	0	0	0	0	0
V1051480	0	9	0	0	0	0	60	0	543	0	0	0	0	0	0	0	0	58	0	0	584	157	0	1	0	1	1	0	2	1453	11663	2	50	1	0	0	11	0	0	0	0	0
V1051482	9	9	9	4	3	3	630	0	698	0	0	11	39	0	0	0	10	17	4	0	1859	1593	0	13	0	1	403	0	803	3324	8897	593	2420	358	0	0	12	0	0	0	0	0
V1051484	0	59	0	0	0	0	0	0	577	0	24	34	0	19	0	81	0	48	32	0	1	88	1	2	1	1	631	1	3	197	1	2	9	8	0	10	0	0	0	0	0	0
V1051485	0	185	0	0	0	0	0	0	478	0	42	70	17	0	0	65	15	129	90	0	7	148	3	4	3	1	887	5	5	382	1	6	12	14	0	15	0	0	0	0	0	0
V1051486	0	61	0	0	0	0	0	0	113	0	19	19	0	0	0	12	0	32	32	10	3	61	1	2	2	1	300	2	1	163	1	1	3	4	0	5	0	0	0	0	0	0
V1051515	0	0	0	0	0	0	0	0	0	977	17	851	53	55	0	128	22	134	410	137	289	6	1257	287	53	92	0	5	24	114	0	314	0	32	0	0	0	0	0	0	0	0
V1051516	0	0	0	0	0	0	0	0	0	434	14	573	34	42	0	72	8	56	409	74	232	5	846	106	19	35	0	6	22	61	0	140	0	12	0	0	0	0	0	0	0	0
V1051533	0	0	0	0	0	0	0	0	0	42	0	832	0	2	0	19	0	5	83	4	0	20	5	8	0	0	107	0	0	0	97	5	0	0	0	3	0	0	0	0	0	0
V1051534	0	0	0	0	0	0	0	0	0	0	17	156	41	25	0	4	0	2786	0	2	0	3	7	0	0	3	811	4	0	243	232	0	30	0	0	0	0	0	0	0	0	0
V1051536	0	0	0	0	0	0	0	0	0	12	27	31	0	54	0	3	0	1419	6	2	16	40	54	6	0	7	157	0	0	4	25	0	11	0	0	6	0	0	0	0	0	0
V1051550	0	6	0	0	0	0	0	0	134	0	0	0	0	0	0	86	0	41	23	0	1	20	0	5	1	0	396	1	5	2	1	1	1	2	0	1	0	0	0	0	0	0
V1051551	0	7	0	0	0	0	0	0	252	0	0	14	0	0	0	36	0	14	13	0	1	17	0	12	1	0	400	1	11	3	1	0	2	2	0	1	0	0	0	0	0	0
V1051583	0	0	0	0	0	0	4	0	60	0	13	23	119	22	0	89	52	132	0	34	14	10	6	1	17	0	4	0	3	49	60	82	398	2	0	0	0	0	0	0	0	0
V1051584	0	0	0	0	0	0	6	0	63	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1	0	1	1	0	1	11	9636	1	1	1	0	0	0	0	0	0	0	0
V1051589	8	0	0	0	0	0	0	0	0	35	0	439	17	145	0	31	75	262	59	14	190	3	24	581	198	79	3	2	149	4	8	182	1	2	0	0	0	0	0	0	0	0
V1051597	0	0	0	0	0	0	0	0	0	598	0	751	63	83	0	106	11	97	411	68	390	3	1021	103	18	66	0	4	15	47	0	184	0	11	0	0	0	0	0	0	0	0
V1051602	0	2	0	0	0	0	24	0	167	0	0	0	17	0	0	0	0	25	0	9	344	784	0	1	0	0	11	0	76	1383	19778	103	1744	15	0	0	0	0	0	0	0	0
V1051607	0	0	0	0	0	0	4	0	35	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	1	0	1	1	13361	1	1	1	0	0	0	0	0	0	0	0
V1051643	9	0	0	0	0	0	0	0	0	22	12	48	7	0	121	0	5	0	7	5	47	0	6	2	32	3	27	0	0	0	104	248	3	0	0	0	2	0	0	0	0	0
V1051659	0	49	0	0	0	0	0	0	387	0	78	120	0	14	0	141	57	63	15	34	16	209	3	87	3	3	436	15	54	32	7	9	88	11	0	7	0	0	0	0	0	0
V1051661	0	10	0	0	0	0	0	0	472	0	80	87	0	0	0	256	50	145	44	0	22	138	2	33	3	3	319	10	26	19	2	13	23	11	0	6	0	0	0	0	0	0
V1051665	0	4	0	0	0	0	0	0	66	0	0	26	0	0	0	40	0	49	0	0	1	59	1	3	1	1	287	5	12	2	1	1	3	2	0	0	0	0	0	0	0	0
V1051694	35	0	0	0	0	0	0	0	0	44	61	566	7	0	303	0	8	37	83	0	169	0	54	4	34	50	1726	0	0	0	295	320	16	0	0	0	0	0	0	0	2	0
V1051695	16	0	0	0	0	0	0	0	0	14	22	268	5	0	101	0	5	4	38	0	72	0	36	0	18	15	620	0	0	0	82	119	15	0	0	0	0	0	0	0	0	0
V1051698	0	0	0	0	0	0	0	0	0	403	0	0	0	0	68	0	11	162	0	0	1	0	3	2	652	2	0	0	0	6	149	218	2	0	0	3	0	0	0	0	0	0
V1051739	0	4	0	0	0	0	21	0	223	0	0	0	0	0	0	0	0	0	0	0	133	131	0	1	0	0	1	0	1	594	5763	1	732	1	0	0	0	0	0	0	0	0
V1051744	0	2	0	0	0	0	15	0	167	0	0	0	0	0	0	0	0	25	0	0	78	72	0	0	0	0	22	0	2	412	12119	18	552	4	0	0	0	0	0	0	0	0
V1051752	0	0	0	0	0	0	0	0	123	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	283	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0
V1051793	0	0	0	0	0	0	0	0	0	209	8	1165	0	92	0	131	0	172	87	87	65	6	987	66	18	12	0	2	4	7	0	34	0	2	0	0	0	0	0	0	2	0
V1051795	0	0	0	0	0	0	0	0	0	1209	24	2453	57	99	0	197	28	111	1162	123	493	18	2499	325	84	278	0	3	43	122	0	595	0	41	0	0	0	0	0	0	0	0
V1051796	3	3	0	0	0	0	132	0	389	0	70	5	5	0	0	51	169	151	0	0	1474	1447	0	2	0	0	242	0	262	2646	8395	215	1254	237	0	11	0	0	0	0	0	0
V1051828	0	10	0	0	2	0	0	3	1	15	1	214	0	128	0	805	449	421	6	0	18	0	0	5	76	0	318	1057	476	10	405	32	0	0	0	0	0	0	0	0	0	0
V1051830	0	0	0	0	0	0	0	0	0	58	33	710	34	174	0	38	142	524	105	0	253	1	14	92	205	46	8	1	230	3	25	367	1	6	0	0	0	0	0	0	0	0
V1051831	40	29	9	13	9	8	9	5	85	1006	724	14891	302	6829	31	731	1628	9726	2399	134	15962	782	585	2488	2941	3257	1147	282	9318	1557	1657	7498	9	354	0	0	3	0	3	0	0	2
V1051876	0	0	0	0	0	0	0	0	0	379	0	0	0	0	0	0	0	217	0	0	0	1	1	1	809	1	1	0	0	2	12	570	1	0	0	4	0	0	0	0	0	0
V1052127	3	0	0	0	0	0	4	0	50	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	1	0	1	13	1285	1	1	2	0	0	0	0	0	0	0	0
V1052142	0	0	0	0	0	0	0	0	0	12	54	101	7	876	0	35	21	525	47	5	122	234	26	35	4	11	201	7	0	114	71	8	15	5	0	5	0	0	0	0	0	0
V1052143	0	3	0	0	0	0	5	0	257	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	1	0	1	204	5883	1	11	1	0	0	0	0	0	0	0	0
V1052144	0	4	0	0	0	0	6	0	359	0	0	0	0	0	0	0	0	20	0	0	8	3	0	1	0	0	1	0	6	579	6597	1	236	8	0	0	0	0	0	0	0	0
V1052145	0	2	0	0	0	0	11	0	89	0	0	0	0	0	0	0	0	22	0	0	101	95	0	1	0	0	1	0	9	203	3800	22	774	6	0	0	0	0	0	0	0	0
V1052167	0	0	0	0	0	0	0	0	18	13	61	12	26	317	0	159	1817	167	75	13	12	17	96	75	77	0	14	415	4	601	6	78	125	185	0	0	0	0	0	0	0	2
V1052171	0	6	0	0	0	0	0	17	0	0	50	20	6	337	0	2	16	758	34	0	4	74	80	44	9	26	0	12	0	626	0	0	0	16	0	14	0	0	0	0	0	0
V1052172	0	10	0	0	0	0	0	22	0	0	29	43	26	378	0	0	38	797	33	0	6	82	21	26	2	19	3	5	1	1137	5	1	0	10	0	21	0	0	0	0	0	0
V1052199	22	0	0	0	0	0	0	0	0	5	24	118	0	9	99	0	5	18	21	0	111	0	18	4	16	17	545	0	0	0	61	29	3	0	0	0	0	0	0	0	0	0
V1052200	10	0	0	0	0	0	0	0	0	7	15	55	0	0	49	0	8	0	8	0	42	0	10	0	6	4	278	0	0	0	33	17	3	0	0	0	0	0	0	0	0	0
V1052203	5	0	0	0	0	6	6	0	91	55	189	166	69	2421	2	324	1378	3045	115	74	350	1461	241	173	61	100	614	261	9	711	506	83	218	91	0	15	0	0	0	0	0	0
V1052208	0	9	0	0	0	0	0	0	0	23	72	52	21	1048	0	62	40	1122	26	14	88	306	70	31	8	40	287	17	0	179	367	4	52	4	0	10	0	0	0	0	0	0
V1052209	0	0	0	0	0	0	0	5	9	5	38	644	24	702	0	15	20	161	103	22	28	57	62	16	5	7	94	37	0	414	426	8	9	3	0	4	0	0	0	0	0	0
V1052241	3	0	0	0	0	0	0	0	0	21	13	112	0	0	56	0	0	7	11	0	14	0	11	1	5	6	265	0	0	0	28	51	2	0	0	0	0	0	0	0	0	0
V1052242	23	0	0	0	0	0	0	0	0	57	65	412	14	0	256	0	12	23	70	0	205	0	44	11	39	42	1016	0	0	0	206	295	5	0	0	0	0	0	0	0	3	0
V1052248	7	4	3	6	3	3	3	0	21	2265	218	3424	715	1531	15	226	761	2001	905	26	3568	205	186	2547	528	1118	152	111	5864	226	258	3349	5	61	0	0	0	0	0	0	0	0
V1052284	0	11	0	0	0	0	0	0	77	0	34	18	0	0	0	71	0	0	0	15	2	72	1	12	1	1	290	3	6	7	1	2	5	3	0	2	0	0	0	0	0	0
V1052321	0	0	0	0	0	0	0	0	0	511	8	395	34	49	0	89	6	67	400	62	484	4	560	55	10	36	0	6	32	109	0	57	0	30	0	0	0	0	0	0	0	0
V1052326	18	0	0	0	0	0	0	0	0	46	14	134	8	0	108	0	4	14	6	0	51	0	12	2	48	9	148	0	0	0	173	344	19	0	0	0	0	0	0	0	2	0
V1052386	6	5	0	3	0	0	0	0	15	92	131	1359	32	765	0	106	819	912	253	20	2270	43	45	278	287	390	37	12	1440	69	106	901	0	38	0	0	0	0	0	0	0	0
V1052411	13	0	0	0	0	0	0	0	0	35	10	177	0	0	115	0	0	19	17	0	13	0	4	0	23	4	83	0	0	0	90	317	5	0	0	0	2	0	0	0	0	0
V1052424	15	0	0	0	0	0	0	0	0	33	15	115	6	0	152	0	0	13	18	0	122	0	11	0	51	9	165	0	0	0	245	502	34	0	0	0	0	0	0	0	0	0
V1052440	6	0	0	0	0	0	0	0	0	26	0	280	7	0	15	0	0	10	30	0	2	0	17	2	2	2	411	0	0	0	48	23	24	0	0	0	0	0	0	0	0	0
V1052451	5	5	3	0	0	0	66	3	215	0	7	0	0	0	0	0	0	0	7	0	330	45	0	2	0	0	38	0	35	605	4835	33	816	43	0	0	7	0	0	0	0	0
V1052452	0	2	0	0	0	2	9	0	110	0	0	0	0	0	0	0	0	0	0	0	32	1	0	0	0	0	2	0	5	646	986	1	179	30	0	0	0	0	0	0	0	0
V1052455	0	0	0	0	0	3	0	0	33	581	15	0	0	0	0	0	0	357	1159	0	1	0	395	1940	0	1	0	128	1	9	0	1	1	20	0	0	0	0	0	0	0	0
V1052456	1	1	0	2	1	2	4	2	2	300	1	1	1	0	0	1	0	14	978	1	0	0	421	722	0	0	0	257	16	78	0	0	0	80	0	0	0	0	0	0	0	0
V1052463	0	0	0	0	0	0	0	0	0	0	27	15	0	65	0	0	15	1298	0	22	0	14	38	23	2	7	19	10	0	0	288	6	13	0	0	10	0	0	0	0	0	0
V1052464	8	23	16	28	0	0	0	0	166	0	31	72	0	0	0	54	20	34	10	9	19	304	2	138	3	5	450	15	86	52	15	7	85	10	0	9	0	0	0	0	0	0
V1052467	0	50	0	0	0	0	0	0	403	0	31	105	12	11	0	184	59	149	39	24	30	215	3	66	9	5	427	34	38	60	8	17	138	21	0	6	0	0	0	0	0	0
V1052481	12	0	0	0	0	0	0	0	0	58	17	122	21	0	94	0	8	24	30	0	85	0	14	2	60	14	311	0	0	2	67	251	11	0	0	0	0	0	0	0	0	0
V1052581	0	4	0	0	0	0	0	0	69	0	27	0	0	0	0	61	0	37	0	0	1	46	1	16	1	1	295	5	14	2	1	4	8	2	0	0	0	0	0	0	0	0
V1052640	0	0	0	0	0	0	0	0	0	140	85	702	0	0	781	550	0	327	114	0	1	23	391	77	2	5	39	158	1419	1	150	3	1	1	0	3	1	1	0	0	0	1
V1052644	2	2	0	0	0	0	57	0	250	0	0	0	0	0	0	15	13	24	0	12	4057	2796	0	1	0	1	78	0	195	6423	11550	638	2692	441	0	0	0	0	0	0	0	0
V1052645	0	2	2	0	0	0	44	0	148	0	0	6	8	0	0	8	0	10	5	0	3924	1332	0	1	0	0	694	0	213	4972	4611	359	4163	34	0	0	0	0	0	0	0	0
V1052646	0	0	0	0	0	0	43	0	39	0	7	10	41	14	0	22	28	66	0	22	506	187	0	0	0	0	6	0	99	291	746	74	189	25	0	0	0	0	0	0	0	0
V1052647	0	0	0	3	0	0	71	0	72	0	6	0	6	0	0	0	0	7	6	5	1777	386	0	1	0	0	25	0	88	241	2074	279	202	17	0	0	7	0	0	0	0	0
V1052703	2	0	0	0	0	0	2	0	7	137	7	111	963	4	0	108	27	121	7	3	0	0	224	119	103	120	0	79	0	101	17	609	0	43	0	0	0	0	0	0	0	0
V1052940	5	6	5	12	5	5	9	0	0	13696	28	10057	367	440	2	762	64	874	4586	694	7302	227	16227	1988	531	1403	5	96	652	1758	0	3729	0	379	3	5	0	0	0	0	6	0
